Survey_Number,Survey_Name,Num_Participants,Org_Conduct,Num_Questions,Data_Link,Documentation_Link,Source_Link,Summary
9,2015/2016 Chicago Council Leadership Survey,422,The Chicago Council on Global Affairs,36,http://bit.ly/2HerrQE,http://bit.ly/2oZAbCD,NA,"A 2015 survey on attitudes towards homosexuality on Facebook, conducted as part     of an undergraduate honors class research project in the National University of Singapore."
