FOUND,OCC10,OCCINDV,OCCSTATUS,OCCTAG,PRESTG10,PRESTG105PLUS,INDUS10,INDSTATUS,INDTAG,SPOCC10,SPOCCINDV,SPOCCSTATUS,SPOCCTAG,SPPRES10,SPPRES105PLUS,SPIND10,SPINDSTATUS,SPINDTAG,PAOCC10,PAOCCINDV,PAOCCSTATUS,PAOCCTAG,PAPRES10,PAPRES105PLUS,PAIND10,PAINDSTATUS,PAINDTAG,MAOCC10,MAOCCINDV,MAOCCSTATUS,MAOCCTAG,MAPRES10,MAPRES105PLUS,MAIND10,MAINDSTATUS,MAINDTAG,YEAR,ID,WTSS,VPSU,VSTRAT,RES2008,RES2010,ISCO88,SPISCO88,PAISCO88,MAISCO88,SEI10,SPSEI10,PASEI10,MASEI10,SEI10EDUC,SPSEI10EDUC,PASEI10EDUC,MASEI10EDUC,SEI10INC,SPSEI10INC,PASEI10INC,MASEI10INC,MAR1,MAR2,MAR3,MAR4,MAR5,MAR6,MAR7,MAR8,MAR11,MAR12,MAR13,MAR14,ABANY,ABDEFECT,ABHLTH,ABNOMORE,ABPOOR,ABRAPE,ABSINGLE,ACCNTSCI,ACCPTOTH,ACQNTSEX,ACTUPSET,ADULTS,ADVFRONT,AFFRMACT,AGE,AGED,AGEKDBRN,ARCHITCT,ARREST,ASTROLGY,ASTROSCI,ATTEND,AWAY1,AWAY11,AWAY12,AWAY2,AWAY3,AWAY4,AWAY5,AWAY6,AWAY7,AWAY8,BABIES,BALLOT,BALNEG,BALPOS,BARATE,BETRLANG,BIBLE,BIGBANG,BIGBANG1,BIOSCI,BMITZVAH,BORN,BOSSEMPS,BOYORGRL,CAPPUN,CARECOST,CAREPROV,CARESELF,CARESIK1,CARRIED,CHILDS,CHLDIDEL,CLASS,CLOSEBLK,CLOSEWHT,CMPRGMNG,COHABOK,COHORT,COLATH,COLCOM,COLDEG1,COLHOMO,COLMIL,COLMSLM,COLRAC,COLSCI,COLSCINM,COMPREND,COMPUSE,CONARMY,CONBUS,CONCLERG,CONDOM,CONDRIFT,CONEDUC,CONFED,CONFINAN,CONINC,CONJUDGE,CONLABOR,CONLEGIS,CONMEDIC,CONPRESS,CONRINC,CONSCI,CONSENT,CONTV,CONVICTD,COOKING1,COOP,COURTS,CRACK30,CSHUTYP08,CSHUTYP10,CUTAHEAD,DATEINTV,DECKIDS,DEGREE,DENOM,DENOM16,DENYRAIS,DIFSTAND,DIPGED,DIRECTNS,DISCAFF,DISCAFFM,DISCAFFW,DIVBEST,DIVLAW,DIVORCE,DWELL5,DWELLING,DWELOWN,EARNRS,EARNSHH,EARTHSUN,ECONSCI,EDUC,EFTOTLT,EHARASWK,ELDCOST,ELDERSUP,ELDHELP,ELECTRON,EMAILHR,EMAILMIN,ENGBRNG,ENGBTR,ENGDA,ENGDGR,ENGDO,ENGEARN,ENGFUN,ENGGOOD,ENGINT,ENGLONE,ENGNRING,ENGNRSCI,ENGODD,ENGPROB,ENGREL,ENGRESP,ENGSON,EQWLTH,ETH1,ETH2,ETH3,ETHNIC,ETHNUM,EVCRACK,EVDWELL,EVHARJB,EVIDU,EVLOSEJB,EVNEGJOB,EVOLVED,EVOLVED1,EVPAIDSX,EVSTRAY,EVWORK,EXPDESGN,EXPTEXT,FAIR,FAMBUDGT,FAMDIF16,FAMGEN,FAMILY16,FAMSUFFR,FAMVSWK1,FAMWKBST,FAMWKLST,FARMING,FEAR,FECHLD,FEELEVEL,FEEUSED,FEFAM,FEHIRE,FEJOBAFF,FEPOL,FEPRESCH,FINALTER,FINLCOUN,FINRELA,FIREFTNG,FORM,FORMWT,FRNDSEX,FUCITZN,FUND,FUND16,GENDER1,GENDER10,GENDER11,GENDER12,GENDER13,GENDER14,GENDER2,GENDER3,GENDER4,GENDER5,GENDER6,GENDER7,GENDER8,GENDER9,GETAHEAD,GIVBLOOD,GIVCHRTY,GIVHMLSS,GIVSEAT,GOD,GOODLIFE,GRADTOUNDER,GRANBORN,GRASS,GUNLAW,HAPCOHAB,HAPMAR,HAPPY,HAPPY7,HARJOB5,HEALTH,HEALTH1,HEFINFO,HELPAWAY,HELPBLK,HELPFUL,HELPHWRK,HELPJOB,HELPNOT,HELPOTH,HELPPOOR,HELPSICK,HHCLEAN1,HHRACE,HHTYPE,HHTYPE1,HHWKFAIR,HISPANIC,HISTSCI,HIVTEST,HIVTEST1,HIVTEST2,HOMEKID,HOMOSEX,HOMPOP,HOTCORE,HOUSEWRK,HRS1,HRS2,HSBIO,HSCHEM,HSMATH,HSPHYS,HUBBYWK1,HUNT,IDU30,IF08WHO,IGNORWK,INCOM16,INCOME,INCOME06,INTAGE,INTECON,INTEDUC,INTENVIR,INTETHN,INTFARM,INTHISP,INTID,INTINTL,INTLBLKS,INTLWHTS,INTMED,INTMIL,INTRACE1,INTRACE2,INTRACE3,INTRHOME,INTSCI,INTSEX,INTSPACE,INTTECH,INTYRS,ISSP,Jew,Jew16,Jew16AJ,JewAJ,JOBFIND,JOBHOUR,JOBINC,JOBLOSE,JOBMEANS,JOBPROMO,JOBSEC,JOBSECOK,JOBVSFA1,JOKESWK,JOURNLSM,KD1JWOTH,KD1RELIG,KD2JWOTH,KD2RELIG,KD3RELIG,KIDFINBU,KIDJOB,KIDJOY,KIDNOFRE,KIDNUM,KIDSOCST,KIDSSOL,KIDSUFFR,LACKINFO,LASERS,LAUNDRY1,LAWENFRC,LENTTO,LETDIE1,LETIN1,LIBATH,LIBCOM,LIBHOMO,LIBMIL,LIBMSLM,LIBRAC,LIEDCWKR,LIFE,LIVEBLKS,LIVEWHTS,LNGTHINV,LOANITEM,LOCALNUM,LOCKEDUP,LOOKAWAY,LOSEJOB5,MADEG,MAEDUC,MAJew,MAJOR1,MAJOR2,MAJORCOL,MAJWOTH,MARAsian,MARBLK,MARELIG,MARHAPPY,MARHISP,MARHOMO,MARITAL,MARLEGIT,MARRCOUN,MARWHT,MATESEX,MAWORK14,MAWRKGRW,MAWRKSLF,MAWRKWRM,MEDSCI,MEDTREAT,MEOVRWRK,MNTLHLTH,MOBILE16,MODE,NATAID,NATAIDY,NATARMS,NATARMSY,NATCHLD,NATCITY,NATCITYY,NATCRIME,NATCRIMY,NATDRUG,NATDRUGY,NATEDUC,NATEDUCY,NATENRGY,NATENVIR,NATENVIY,NATFARE,NATFAREY,NATHEAL,NATHEALY,NATMASS,NATPARK,NATRACE,NATRACEY,NATROAD,NATSCI,NATSOC,NATSPAC,NATSPACY,NEGJOB5,NEWS,NEWSFROM,NEXTGEN,NUMCONG,NUMEMPS,NUMKIDS,NUMMEN,NUMWOMEN,OBEY,ODDS1,ODDS2,OLD1,OLD10,OLD11,OLD12,OLD13,OLD14,OLD2,OLD3,OLD4,OLD5,OLD6,OLD7,OLD8,OLD9,OTH16,OTHCREDT,OTHER,OTHERSEX,OTHJew,OTHJew16,OTHLANG,OTHLANG1,OTHLANG2,OTHSHELP,OVERSAMP,OWNGUN,PADEG,PAEDUC,PAIDLV,PAIDLV1,PAIDLVDV,PAIDLVPY,PAIDSEX,PAJew,PAJWOTH,PARBORN,PARELIG,PARSOL,PARTFULL,PARTNERS,PARTNRS5,PARTYID,PAWRKSLF,PEOPTRBL,PHASE,PHONE,PHYSCSCI,PIKUPSEX,PILLOK,PISTOL,POLABUSE,POLATTAK,POLEFF11,POLEFF13,POLEFF15,POLEFF16,POLEFF17,POLEFF3,POLEFY11,POLEFY13,POLEFY15,POLEFY16,POLEFY17,POLEFY3,POLESCAP,POLHITOK,POLMURDR,POLVIEWS,POPESPKS,POPULAR,PORNLAW,POSSLQ,POSSLQY,POSTLIFE,PRAY,PRAYER,PREMARSX,PRES08,PRESPOP,PRETEEN,PUTDOWN,RACDIF1,RACDIF2,RACDIF3,RACDIF4,RACE,RACECEN1,RACECEN2,RACECEN3,RACLIVE,RACOPEN,RACWORK,RADIOACT,RANK,RATETONE,REALINC,REALRINC,REBORN,REG16,REGION,RELACTIV,RELATE1,RELATE10,RELATE11,RELATE12,RELATE13,RELATE14,RELATE2,RELATE3,RELATE4,RELATE5,RELATE6,RELATE7,RELATE8,RELATE9,RELATSEX,RELHH1,RELHH10,RELHH11,RELHH12,RELHH13,RELHH14,RELHH2,RELHH3,RELHH4,RELHH5,RELHH6,RELHH7,RELHH8,RELHH9,RELHHD1,RELHHD10,RELHHD11,RELHHD12,RELHHD13,RELHHD14,RELHHD2,RELHHD3,RELHHD4,RELHHD5,RELHHD6,RELHHD7,RELHHD8,RELHHD9,RELIG,RELIG16,RELITEN,RELPERSN,RELSP1,RELSP10,RELSP11,RELSP12,RELSP13,RELSP14,RELSP2,RELSP3,RELSP4,RELSP5,RELSP6,RELSP7,RELSP8,RELSP9,REPAIRS1,RES16,RESPNUM,RETCHNGE,RFAMLOOK,RHHWORK,RICHWORK,RIFLE,RINCOM06,RINCOME,ROWNGUN,RPLACE,RUDEWK,RUMORWK,RVISITOR,SAMPCODE,SAMPLE,SATFAM7,SATFIN,SATJOB,SATJOB7,SAVESOUL,SCIBNFTS,SCIENTAL,SCIENTBE,SCIENTBR,SCIENTDA,SCIENTDN,SCIENTDO,SCIENTFU,SCIENTGO,SCIENTHE,SCIENTMO,SCIENTOD,SCIENTR,SCIENTRE,SCIENTSN,SCIENTWK,SCIFROM,SCINEWS1,SCINEWS2,SCINEWS3,SCISTUDY,SCITEXT,SECTOR,SEEKSCI,SELFFRST,SELFLESS,SEX,SEXEDUC,SEXFREQ,SEXORNT,SEXSEX,SEXSEX18,SEXSEX5,SHOP1,SHOTGUN,SHOUT,SIBS,SINGLPAR,SIZE,SLSMNSHP,SOCBAR,SOCFREND,SOCOMMUN,SOCREL,SOCSCI,SOLARREV,SPANENG,SPANINT,SPANKING,SPANSELF,SPBARATE,SPDEG,SPDEN,SPDIPGED,SPEDUC,SPEFTOTLT,SPEVWORK,SPFALOOK,SPFUND,SPGRADTOUNDER,SPHHWORK,SPHRS1,SPHRS2,SPJew,SPJew16,SPJewAJ,SPJOTH16,SPKATH,SPKCOM,SPKHOMO,SPKLANG,SPKMIL,SPKMSLM,SPKRAC,SPLIVE,SPOTHER,SPOTHJew,SPREL,SPREL16,SPRTPRSN,SPSECTOR,SPWRKSLF,SPWRKSTA,SRCBELT,SSFCHILD,SSMCHILD,SUICIDE1,SUICIDE2,SUICIDE3,SUICIDE4,SUPCARES,SYNMEM,TALKEDTO,TAX,TEENS,TEENSEX,THNKSELF,TICKET,TIREDHM1,TIREDWK1,TOLDWORK,TOOFAST,TREATRES,TRUST,TRYNEWJB,TVHOURS,TWOINCS1,UNEMP,UNION,UNRELAT,USCITZN,USEWWW,USWAR,USWARY,VALGIVEN,VERSION,VETYEARS,VIRUSES,VISART,VISITORS,VISLIB,VISNHIST,VISSCI,VISZOO,VOEDCOL,VOEDNCOL,VOEDNME1,VOEDNME2,VOLACTY2,VOLACTYR,VOLCHRTY,VOLMONTH,VOTE08,WEBMOB,WEEKSWRK,WHENCOL,WHENHS,WHERE1,WHERE11,WHERE12,WHERE2,WHERE3,WHERE4,WHERE5,WHERE6,WHERE7,WHERE8,WHOELSE1,WHOELSE2,WHOELSE3,WHOELSE4,WHOELSE5,WHOELSE6,WIDOWED,WKAGEISM,WKBHVRS,WKKIDSCL,WKKIDSCS,WKNDACT,WKRACISM,WKRSPNS,WKSUB,WKSUBS,WKSUP,WKSUPS,WKVSFAM,WKYNGSCL,WKYNGSCS,WLTHBLKS,WLTHWHTS,WORDA,WORDB,WORDC,WORDD,WORDE,WORDF,WORDG,WORDH,WORDI,WORDJ,WORDSUM,WORKBLKS,WORKHARD,WORKWHTS,WRKBABY,WRKGOVT,WRKSCH,WRKSLF,WRKSTAT,WRKWAYUP,WWWHR,WWWMIN,XMARSEX,XMOVIE,XNORCSIZ,ZODIAC
-1,4800,-1,-1,-1,38,36,7470,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,4710,-1,-1,-1,48,58,4380,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,2012,1,2.62196286300046,1,3001,1,1,3429,0,1233,0,61.5,-1,57.5,-1,79.4,-1,65.6,-1,59.4,-1,64.7,-1,1,1,5,0,0,0,0,0,0,0,0,0,1,1,1,8,9,1,8,0,3,1,4,3,0,8,22,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,1,1,0,8,3,4,2,0,6,0,2,4,5,7,0,2,1990,4,5,0,4,5,8,5,0,0,1,1,0,0,0,2,0,0,0,0,178712.46494,0,0,0,0,0,0,0,2,0,2,0,1,8,0,1,2,4,721,0,3,0,0,4,3,1,5,3,0,3,5,2,0,0,2,1,3,0,0,0,16,2,4,8,4,1,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,13,11,2,2,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,2,1,2,3,1,3,0,2,1,75,1,3,3,0,2,2,3,0,4,0,2,1,1,0,2,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,5,5,4,5,5,0,2,4,0,2,0,0,1,2,0,2,3,1,5,0,0,1,3,0,0,0,0,0,1,41,1,0,1,0,2,0,0,4,4,3,0,4,15,-1,0,0,-1,0,4,4,0,1,4,4,12,25,60,0,0,0,1,0,1,49,0,4,4,0,0,1,0,0,0,0,2,0,0,2,1,0,0,0,0,2,5,2,4,3,1,4,2,3,3,0,0,0,0,0,0,2,4,3,2,-1,3,0,2,3,0,0,0,5,2,4,9,2,2,2,1,8,4,1,3,1,69,6,1,2,4,0,3,16,0,19,0,0,0,3,3,0,3,3,1,5,2,0,3,1,2,2,0,2,0,0,2,10,2,1,0,2,0,3,2,0,1,0,2,0,2,0,1,1,0,1,0,1,0,2,1,2,0,2,3,2,1,0,8,0,3,0,0,9999,-1,2,0,4,0,0,0,48,-1,-1,-1,-1,-1,47,21,-1,-1,-1,-1,-1,-1,0,4,0,2,0,0,2,0,0,2,1,2,4,16,1,8,3,3,2,0,0,0,0,0,2,2,5,2,2,3,2,6,0,2,2,2,0,0,0,0,0,0,0,0,3,2,2,8,4,3,0,0,0,4,3,0,0,0,3,1,4,1,4,0,1,0,4,1,2,2,2,1,1,0,0,1,2,1,0,3,2,155139.9731,0,2,1,1,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,2,41,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,2,2,2,3,2,0,0,0,0,0,1,41,0,0,0,0,0,0,0,3,3,4,0,2,1,2,0,0,0,3,4,4,1,601,10,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,1,5,3,3,5,3,0,2,4,1,2,14,0,2,4,2,3,0,0,1,0,2,0,-1,7,0,0,97,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,8,2,1,0,1,2,2,-1,0,0,0,0,2,-1,0,0,4,2,2,2,2,2,2,1,0,2,2,0,2,0,1,1,4,0,0,1,0,3,1,3,0,0,0,0,0,0,2,350,1,0,0,-1,0,-1,-1,-1,-1,2,0,0,0,2,2,6,2,2,0,42,2012,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,2,2,0,0,0,2,3,1,4,2,0,2,0,0,5,4,1,1,0,1,1,1,0,0,1,1,7,4,0,4,2,2,2,2,2,2,5,-1,1,0,6,7
-1,2900,-1,-1,-1,43,49,770,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,100,-1,-1,-1,59,80,2190,-1,-1,2012,2,3.49595048400061,1,3001,1,1,3132,0,0,1231,57.3,-1,-1,64.9,72.5,-1,-1,73.3,57.4,-1,-1,74,1,1,5,5,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,5,2,4,4,2,0,21,1,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,-1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,5,0,-1,3,6,7,2,0,1991,5,4,0,5,5,5,5,2,0,1,0,1,1,1,2,1,2,2,3,178712.46494,1,2,1,1,3,0,1,1,1,2,0,1,2,0,1,1,6,624,0,1,0,0,4,3,1,5,1,0,0,0,0,0,0,2,0,3,0,1,0,12,-1,4,0,0,0,2,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,15,0,0,15,1,2,0,0,2,0,0,1,0,2,3,0,2,1,1,0,2,2,5,0,-1,0,0,2,2,0,75,1,0,0,0,0,0,1,3,4,2,2,1,1,0,2,2,2,0,0,0,0,0,1,1,2,2,0,0,0,0,1,6,4,5,6,5,1,-1,0,1,1,0,0,1,0,0,1,0,3,4,5,2,3,5,2,4,3,4,0,1,202,11,0,1,0,2,0,0,0,1,5,1,0,30,-1,1,1,5,2,0,4,0,1,4,4,12,25,32,2,2,1,1,2,1,150,3,0,0,2,1,1,0,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,0,-1,0,1,0,4,8,0,4,6,0,0,2,2,2,2,1,2,4,1,0,0,53,6,1,2,4,0,1,12,0,0,0,0,0,0,0,0,0,0,5,5,0,4,0,2,0,1,2,0,0,1,0,0,1,1,0,3,0,2,2,0,2,0,1,0,3,0,1,1,0,1,0,3,0,1,2,2,0,2,2,1,3,0,3,0,0,5,2,-1,-1,-1,0,8,2,2,1,45,-1,-1,-1,-1,-1,44,21,18,14,-1,-1,-1,-1,0,4,0,2,0,0,2,0,0,3,1,2,7,97,0,0,0,0,2,0,0,0,0,1,1,2,6,4,0,3,2,6,0,2,0,2,1,1,0,0,0,0,0,0,2,3,2,2,3,4,1,1,2,5,2,5,2,0,3,1,6,0,0,0,0,0,4,0,0,0,0,1,1,0,0,1,1,1,2,4,3,155139.9731,0,2,1,1,1,1,0,0,0,0,0,2,3,3,3,0,0,0,0,1,1,0,0,0,0,0,2,41,41,41,0,0,0,0,1,0,0,0,0,0,2,4,4,4,0,0,0,0,2,2,2,3,2,0,0,0,0,0,1,43,43,43,0,0,0,0,0,3,3,5,-1,-1,1,2,0,0,0,3,4,4,1,601,10,0,1,1,0,2,1,3,1,4,1,2,3,3,1,1,3,3,2,4,1,3,9,0,0,0,2,5,-1,5,1,4,1,0,6,3,3,5,3,0,2,4,2,0,14,4,0,0,0,0,0,3,1,0,0,0,-1,7,0,0,97,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,1,1,2,0,1,2,1,-1,0,0,0,0,3,-1,0,0,4,0,0,0,0,0,0,1,0,3,2,1,0,3,2,-1,-1,0,4,1,2,3,-1,0,2,4,0,0,0,0,0,999998,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,6,2,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,0,2,0,0,0,0,2,0,2,0,2,0,4,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,2,0,2,2,0,-1,-1,1,1,6,1
-1,1320,-1,-1,-1,75,94,6070,-1,-1,2310,-1,-1,-1,61,85,7860,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,2540,-1,-1,-1,48,50,8470,-1,-1,2012,3,1.74797524200031,1,3001,1,1,2144,2331,0,3300,89.3,80.9,-1,26.1,95.6,98.9,-1,58.8,95.8,60.7,-1,7.5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,2,1,3,0,4,2,1,0,42,2,32,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,-1,1,2,1,0,1,0,1,3,1,8,0,0,2,0,5,2,-1,3,5,4,0,0,1970,4,5,0,4,4,4,5,1,1,1,0,1,2,2,1,1,2,2,2,91920,2,2,3,1,2,91920,1,1,2,1,0,1,8,0,1,1,4,627,0,1,70,0,3,1,1,4,3,0,0,0,0,2,0,2,0,1,0,1,1,12,-1,3,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,28,0,0,28,1,2,0,0,2,0,0,1,0,2,2,0,1,7,1,0,2,2,5,0,-1,0,0,0,2,0,75,1,0,0,0,0,0,1,0,4,0,1,1,0,0,2,2,1,0,0,0,0,0,2,1,1,0,0,0,0,0,3,6,6,6,5,3,3,-1,4,1,2,0,1,2,0,0,2,0,2,6,4,1,5,4,3,3,3,4,0,1,4,11,0,15,3,1,199907,7,0,4,4,1,0,60,-1,1,1,6,1,0,4,0,0,1,2,12,23,32,1,2,2,1,3,1,150,2,0,0,2,2,1,0,0,1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,0,0,0,0,0,0,0,0,0,0,-1,0,8,0,2,2,0,0,6,0,0,2,2,2,2,2,2,8,1,0,0,77,5,7,2,3,0,2,15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,1,0,0,5,3,1,3,0,3,0,1,2,0,2,0,8,0,1,0,2,2,0,2,0,3,0,8,1,2,0,1,1,2,2,0,0,0,5,2,-1,-1,-1,0,12,4,2,1,42,-1,-1,-1,-1,-1,98,10,6,-1,-1,-1,-1,-1,0,2,0,0,0,0,1,2,0,3,1,2,7,97,0,0,0,0,0,0,0,8,0,1,1,1,1,2,0,2,2,3,1,0,0,2,2,1,4,2,4,4,3,5,0,0,0,0,0,0,1,1,2,5,0,1,2,1,0,1,1,0,0,1,0,2,1,0,0,0,0,3,16,0,0,2,2,2,2,6,5,58800,58800,2,2,1,1,1,0,0,0,0,0,2,3,3,0,0,0,0,0,1,1,0,0,0,0,0,2,41,41,0,0,0,0,0,1,0,0,0,0,0,2,4,4,0,0,0,0,0,1,2,1,3,2,0,0,0,0,0,1,41,41,0,0,0,0,0,0,6,1,5,-1,-1,1,2,23,12,0,1,1,3,1,601,10,0,2,3,0,1,1,3,3,8,1,3,3,8,2,2,3,3,1,3,1,3,5,0,0,0,2,5,-1,3,3,5,1,0,4,3,3,5,3,0,2,1,1,0,14,0,0,0,0,0,2,3,1,0,0,0,3,3,70,1,16,2,1,-1,2,2,-1,-1,-1,0,0,0,0,1,1,1,3,1,1,1,-1,0,0,1,0,3,2,2,7,4,0,0,0,0,0,0,2,0,5,2,0,0,5,1,-1,-1,0,2,2,1,2,-1,0,1,4,0,0,0,0,0,0,3,0,2,0,0,2,1,0,1,0,1,0,2,0,0,6,2,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,0,0,0,2,3,1,3,1,4,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,2,0,2,1,0,-1,-1,2,1,6,1
-1,800,-1,-1,-1,60,85,6990,-1,-1,4700,-1,-1,-1,38,39,4770,-1,-1,10,-1,-1,-1,72,90,1870,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,2012,4,1.23569438985203,1,3001,1,1,2411,1233,1210,0,76.3,43,77.4,-1,93.7,55.4,85.7,-1,72.3,39.1,87,-1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,49,1,24,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-1,0,2,0,1,1,0,1,0,1,1,1,4,0,1,0,2,8,4,0,0,0,2,1963,0,0,0,0,0,0,0,2,0,1,1,1,1,1,2,1,2,3,1,107240,2,3,3,1,2,0,8,2,2,2,1,3,8,0,1,1,0,527,8,1,48,48,0,0,1,0,0,0,3,2,3,1,0,2,1,2,7,1,2,13,-1,0,1,2,4,8,2,-1,3,2,1,8,2,8,3,2,3,3,0,1,3,2,8,2,1,7,8,11,24,0,3,2,0,0,2,0,0,0,2,2,2,1,2,3,2,1,0,2,1,4,0,8,8,0,0,2,20,1,2,4,0,1,3,1,0,4,0,2,1,0,0,3,3,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,-1,0,1,0,0,1,1,2,0,0,1,1,0,5,1,0,0,5,4,5,5,1,1,41,1,1,1,4,1,199206,3,4,0,3,1,3,-1,-1,1,1,7,1,4,0,0,0,0,5,12,24,60,1,3,2,1,3,1,49,2,4,4,1,3,1,0,0,1,3,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,-1,3,4,5,0,8,2,0,0,1,4,0,0,0,0,0,0,0,0,3,2,78,0,0,2,0,0,3,16,0,0,0,0,0,2,2,0,3,2,0,1,2,0,1,0,2,2,0,2,2,0,3,-1,2,1,0,3,0,2,8,0,2,0,1,0,2,0,1,1,0,3,0,3,0,2,2,3,0,8,1,3,8,0,8,0,2,5,2,-1,-1,8,5,0,2,2,1,56,-1,-1,-1,-1,-1,48,23,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,0,0,0,1,0,4,18,1,2,2,2,0,0,0,0,0,4,0,0,1,5,2,0,1,3,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,0,5,2,0,1,1,6,1,4,2,2,0,0,8,2,1,1,1,1,0,0,2,0,0,2,4,2,68600,0,2,1,1,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,2,41,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,1,1,2,4,2,0,0,0,0,0,1,41,0,0,0,0,0,0,4,5,2,0,12,3,0,0,0,0,0,2,0,0,1,601,10,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,4,-1,3,0,0,2,1,-1,3,0,1,1,2,0,0,2,2,14,0,7,6,7,5,2,1,1,0,2,0,3,3,0,1,16,2,0,0,2,2,0,60,-1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,2,0,3,2,1,1,4,2,2,1,2,2,2,0,0,0,0,0,4,3,1,0,0,0,3,0,1,0,4,4,2,4,0,0,0,2,0,-1,2,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1981,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,0,0,1,1,4,0,0,2,0,1,3,0,1,1,6,4,1,1,1,1,1,1,1,1,1,0,9,4,1,4,8,2,8,2,8,1,15,-1,0,2,6,10
