Survey_Number,Survey_Name,Num_Participants,Org_Conduct,Num_Questions,Data_Link,Documentation_Link,Source_Link,Summary
8,Support for Homosexuality on Facebook in Singapore,157,"Students: Abdullah Zaidani Bin Alim, Michelle Tan, Leoson Hoay",25,http://bit.ly/2HerrQE,http://bit.ly/2oZAbCD,NA,"A 2015 survey on attitudes towards homosexuality on Facebook, conducted as part of     an undergraduate honors class research project in the National University of Singapore."
