caseid,weight,sample,int_date,lang,cregion,state,usr,density,form,q1,q2a,q2b,q2c,q2e,q2f,q2gf1,q2hf2,q3,q4,q5a,q5b,q5c,q6,q7,q8,q9f1,q9f1_code1,q9f1_code2,q9f1_code3,q12a,q12b,q13,q16,q17,q18,q20f1,q21af2,q21bf2,q21cf2,q23,q24a,q24b,q24c,q24d,q24e,q24f,q25,q27,q28,q29,q30,q32,q33,q34,q35,q37,q38,q39,q40,q41,knosct14,knosct15,knosct16,knosct17,knosct18,knosct19,knosct_count,sexz,agerec,educ2,scideg,hisp,racecmb,race3m1,race3m2,race3m3,race3m4,racethn,birth_hisp,usborn,marital,parent,citizen,relig,chr,born,attend,income,reg,party,partyln,ideo,hh1,hh3,eminuse,intmob,ql1,ql1a,qc1
209155,20.9285714285714,2,82414,1,3,1,S,1,2,2,2,3,4,2,4, ,3,1,1,1,1,1,1,2,1, , , , ,1,2,2,2, ,1, ,1,2, ,1,9,1,1,9,2,2,1,1,1,1,1,1,2,1,2,1,2,2,1,3,3,2,1,1,2,4,3,2,29,4, ,2,2,2, , , ,2, ,1,6,2, ,1, ,1,1,1,1,2, ,2,2,2,1,1, , ,2
209158,2.57142857142857,2,82314,1,3,48,U,5,2,2,3,4,3,3,4, ,3,2,3,2,2,2,1,1,2, , , , ,2,2,2,2, ,2, ,2, ,1,2,9,2,2,2,2,1,2,2,1,2,9,2,2,2,2,1,2,2,1,3,3,8,3,2,2,1,2,1,63,3, ,1,5,7, , , ,3,1, ,6,2, ,1, ,1,2,3,1,2, ,3,1, ,2,2, , ,2
209159,2.5,2,82214,1,3,48,S,1,2,2,2,1,3,3,3, ,4,3,1,2,1,1,1,2,2, , , , ,1,1,9,1,2,9, ,1,1, ,9,2,2,2,2,1,1,2,1,2,9,2,9,2,2,2,1,2,1,2,3,2,1,3,3,1,1,2,2,56,5, ,1,1,1, , , ,3,1, ,3,2, ,2, ,2,5,6,1,2, ,4,1, ,1,1, , ,2
209208,1,2,82314,1,2,26,S,3,2,2,3,9,3,3,4, ,3,2,1,1,1,1,1,2,2, , , , ,1,1,2,1,2,2, ,1,2, ,1,2,2,9,1,2,2,2,2,2,9,2,2,2,9,2,4,1,9,3,1,1,2,1,2,2,1,5,2,22,3, ,1,1,1, , , ,3,1, ,6,2, ,2, ,1,4,3,1,2, ,3,2,2,1,1, , ,1
209265,7.78571428571429,2,82514,1,3,48,S,5,2,2,3,3,2,4,3, ,3,2,1,1,1,2,1,1,2, , , , ,1,1,2,1,1,1, ,1,2, ,9,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,3,1,2,1,3,1,2,1,3,2,1,6,1,56,3, ,2,1,1, , , ,1, ,1,1,1, ,12, , ,3,6,1,3,1,3,3,2,1,1, , ,2
209273,1.85714285714286,2,82314,1,3,48,S,1,2,2,2,3,3,3,2, ,3,2,1,1,1,1,2,1,1, , , , ,1,1,2,2, ,1, ,1,1, ,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,3,1,1,2,3,2,1,4,1,69,3, ,1,5,7, , , ,3,1, ,1,2, ,1, ,1,4,4,1,2, ,3,7,4,1,2, , ,1
209298,2.57142857142857,2,82114,2,3,48,U,5,2,1,2,2,3,3,1, ,3,2,1,1,1,1,2,2,1, , , , ,1,1,1,2, ,2, ,1,1, ,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,3,3,3,1,4,1,20,3, ,1,1,1, , , ,3,3, ,6,2,2,2, ,2,2,5,3,1, ,2,5,3,1,1, , ,1
209305,4.64285714285714,2,82514,1,3,48,S,3,2,2,3,2,3,3,2, ,2,2,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,2,1,5,2,43,6,2,2,1,1, , , ,1, ,1,3,1, ,13, ,2,4,7,1,1, ,3,4,3,1,1, , ,1
209306,3.28571428571429,2,82514,1,3,13,U,3,2,2,3,2,4,1,3, ,3,4,1,9,1,1,9,9,1, , , , ,9,9,9,9, ,9, ,1,1, ,9,1,2,2,2,2,9,2,1,9,9,2,2,2,2,2,3,2,2,1,9,1,2,8,2,2,3,3,1,73,3, ,1,2,2, , , ,3,2, ,4,2, ,2, ,9,9,5,9,2, ,9,2,2,2,2, , ,2
209316,9.21428571428571,2,82314,2,3,12,U,4,1,2,2,3,3,3,3,2, ,2,1,1,1,1,1,2,2, , , , ,1,9,1,1,9,9,2, , , ,1,1,2,2,2,2,2,2,1,2,9,2,2,2,1,2,1,2,2,1,3,1,1,4,3,2,1,4,2,46,3, ,1,1,1, , , ,3,3, ,4,1,1,2, ,2,2,2,1,2, ,2,4,2,2,2, , ,2
209326,14.7142857142857,2,82114,1,2,20,S,4,2,1,3,2,3,4,3, ,4,1,1,1,1,1,1,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,2,4,1,1,1,3,1,2,1,3,2,1,6,1,23,6,1,2,1,1, , , ,1, ,1,6,2, ,9, , ,6,8,3,3,2,3,1, ,1,1, , ,2
209335,3.21428571428571,2,82114,1,3,48,S,5,2,1,3,3,4,4,4, ,4,1,1,1,1,1,2,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,3,1,2,1,3,2,1,6,1,21,3, ,2,1,1, , , ,1, ,1,6,2, ,12, , ,3,2,3,2, ,5,4,4,1,1, , ,1
209401,28.5,2,82214,1,1,34,S,4,1,2,2,1,1,2,2,1, ,1,1,1,1,1,1,2,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,4,1,2,2,1,1,2,1,3,2,1,6,1,34,6,2,2,1,1, , , ,1, ,1,2,2, ,9, , ,6,7,1,2, ,4,2,2,1,1, , ,2
209421,2.64285714285714,2,82214,1,3,45,S,1,2,1,2,2,2,3,4, ,3,2,1,1,1,1,1,2,2, , , , ,1,1,1,1,2,1, ,1,1, ,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,2,9,2,1,3,1,2,4,3,2,2,4,2,56,8,2,2,1,1, , , ,1, ,1,1,2, ,1, ,2,1,8,1,2, ,4,3,3,1,1, , ,2
209422,1.78571428571429,2,82214,1,3,51,R,1,2,2,2,1,2,3,4, ,1,1,1,1,1,1,3,1,9, , , , ,1,9,2,1,1,1, ,1,2, ,1,1,1,2,1,1,1,2,1,2,9,2,1,2,1,1,4,1,1,2,3,1,2,1,1,2,1,5,1,57,6,2,2,1,1, , , ,1, ,1,1,2, ,1, ,2,3,9,1,1, ,3,2,2,1,1, , ,1
209435,4.78571428571429,2,82114,1,3,10,S,4,1,2,3,2,3,3,3,3, ,1,1,1,1,1,1,2,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1,2,1,2,2,1,5,1,34,8,2,2,1,1, , , ,1, ,1,1,1, ,1, ,2,4,8,3,3,2,4,3,2,1,1, , ,2
209467,9.28571428571429,2,82114,1,2,27,R,1,2,2,2,1,3,4,2, ,2,1,1,2,1,2,1,2,2, , , , ,1,1,2,1,2,1, ,1,2, ,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,3,2,1,6,1,57,6,1,2,1,1, , , ,1, ,1,1,2, ,1, ,1,5,7,1,3,1,2,2,2,1,1, , ,1
209468,11.0714285714286,2,82314,1,3,48,S,3,2,2,3,2,4,4,2, ,2,2,1,2,1,1,1,1,2, , , , ,1,1,1,2, ,2, ,1,2, ,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,9,3,1,2,1,2,2,4,4,2,43,3, ,2,1,1, , , ,1, ,1,1,1, ,13, ,1,1,3,2,1, ,2,3,2,1,1, , ,2
209469,7.21428571428571,2,82114,1,3,12,U,3,2,2,3,2,3,3,3, ,9,4,9,1,2,2,2,1,1, , , , ,9,9,1,1,1,9, ,1,2, ,9,2,2,1,1,2,1,2,1,2,2,2,9,2,1,2,3,1,9,2,3,3,2,1,3,1,3,3,2,52,3, ,2,1,1, , , ,1, ,1,1,2, ,12, , ,4,4,1,1, ,9,3,3,1,2, , ,1
209485,9.5,2,82114,1,2,29,S,4,1,2,2,1,1,2,3,1, ,1,1,1,1,1,2,1,2, , , , ,2,2,2,1,1,1,3, , , ,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,3,1,1,1,3,2,1,5,1,39,8,1,2,1,1, , , ,1, ,1,1,1, ,5, , ,4,9,1,1, ,3,3,2,1,1, , ,2
209498,3.71428571428571,2,82114,1,3,5,U,3,2,2,3,3,3,4,3, ,4,3,1,2,2,2,1,9,2, , , , ,2,1,2,2, ,2, ,1,2, ,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,2,2,3,2,4,4,2,44,6,2,2,1,1, , , ,1, ,1,1,1, ,1, ,1,2,10,1,1, ,2,5,2,1,1, , ,1
209517,2.14285714285714,2,82114,1,3,48,S,1,1,2,2,1,4,4,2,3, ,1,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1,3, , , ,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,2,3,1,2,1,3,2,1,6,2,30,6,1,2,1,1, , , ,1, ,1,3,1, ,2, ,2,3,6,1,1, ,3,2,1,1,1, , ,1
209518,30.1428571428571,2,82414,1,1,33,R,2,1,1,1,1,2,3,1,2, ,1,1,1,1,1,9,1,1,1,2,35, ,1,1,1,1,2,1,2, , , ,1,1,2,2,1,2,1,2,1,2,1,2,3,2,1,1,2,1,2,1,3,1,2,8,3,2,1,5,1,62,7,1,2,1,1, , , ,1, ,1,3,1, ,2, ,2,3,8,1,3,2,4,3,1,1,2, , ,2
209529,30.1428571428571,2,82414,1,4,16,U,3,2,2,2,2,3,3,4, ,3,2,1,2,1,2,2,1,2, , , , ,2,2,2,1,2,1, ,1,2, ,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,3,1,2,1,2,2,1,5,1,58,3, ,2,1,1, , , ,1, ,1,3,1, ,13, ,2,5,6,1,1, ,3,3,1,1,1, , ,2
209537,10.5714285714286,2,82114,1,4,4,U,3,2,2,3,2,2,3,2, ,4,4,1,2,1,1,1,2,2, , , , ,1,2,2,2, ,2, ,9, , ,9,1,2,2,1,1,2,1,2,1,9,1,9,2,1,2,4,2,1,1,3,1,2,1,3,2,1,6,2,30,6,2,2,1,1, , , ,1, ,1,3,2, ,3, ,1,1,4,3,1, ,2,2,2,1,1, , ,2
209551,11.0714285714286,2,82114,1,4,35,U,3,1,2,3,4,4,4,3,4, ,4,2,2,2,2,1,1,2, , , , ,2,1,2,2, ,1,3, , , ,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,4,2,2,1,9,1,8,2,2,2,3,2,2,42,2, ,1,5,7, , , ,3,1, ,1,1, ,1, ,1,4,5,1,2, ,2,5,3,1,1, , ,2
209555,30.1428571428571,2,82114,1,4,6,U,4,2,2,3,2,2,9,4, ,2,1,1,2,1,1,1,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,2,2,2,2,1,2,9,1,1,1,1,2,1,1,1,2,2,2,2,2,9,1,2,1,2,2,1,5,2,28,4, ,2,1,1, , , ,1, ,1,6,2, ,12, , ,5,1,3,4,9,9,1, ,1,1, , ,2
209561,24.4285714285714,2,82214,1,4,53,S,4,1,2,1,1,2,2,2,1, ,1,1,1,1,1,1,2,2, , , , ,2,2,2,2, ,1,3, , , ,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,2,1,2,2,1,5,1,43,3, ,2,1,1, , , ,1, ,1,1,1, ,1, ,1,3,6,2,1, ,2,5,2,1,1, , ,2
209564,10.0714285714286,2,82314,1,4,4,R,1,2,2,3,2,2,4,3, ,4,2,1,9,1,1,1,2,1, , , , ,1,9,1,9, ,1, ,1,1, ,1,2,2,2,9,9,2,1,9,2,9,2,2,2,1,2,2,2,2,9,3,2,2,1,3,2,1,5,2,41,6,2,2,1,1, , , ,1, ,1,6,2, ,13, ,2,4,4,1,2, ,4,1, ,1,1, , ,2
209571,2.21428571428571,2,82114,1,4,35,R,1,2,2,3,1,3,3,4, ,3,2,1,1,1,1,2,2,2, , , , ,1,1,2,2, ,2, ,2, ,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,4,1,1,1,3,1,2,2,3,2,4,4,1,53,3, ,2,1,1, , , ,1, ,1,3,2, ,13, ,1,3,7,1,1, ,2,1, ,1,2, , ,1
209578,3.92857142857143,2,82314,1,4,6,U,5,2,1,1,2,2,3,2, ,4,2,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,2,2,9,2,2,2,1,1,1,1,1,2,2,1,3,1,1,1,3,1,2,1,1,2,1,5,1,61,4, ,2,1,1, , , ,1, ,1,1,2, ,9, , ,4,8,1,2, ,4,3,3,1,1, , ,1
209587,12.8571428571429,2,82114,1,4,41,U,1,1,1,2,1,2,4,2,2, ,1,1,1,1,1,1,2,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,1,3,1,2,1,3,2,1,6,2,42,8,2,2,1,1, , , ,1, ,1,1,1, ,12, , ,5,6,1,3,2,3,4,2,1,1, , ,1
209609,11.0714285714286,2,82114,2,4,6,U,5,2,2,3,3,1,2,3, ,3,1,1,1,1,1,1,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,4,2,1,2,1,3,2,4,1,2,3,2,2,33,1, ,1,5,7, , , ,3,3, ,2,1,2,2, ,2,2,2,3,3,2,2,4,2,2,1, , ,2
209634,3.64285714285714,2,82114,1,2,26,U,3,1,2,1,1,2,1,2,2, ,2,1,1,1,1,1,2,2, , , , ,1,1,1,2, ,9,1, , , ,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,4,1,1,1,1,1,2,1,3,2,1,6,1,24,6,1,2,1,1, , , ,1, ,2,6,2,1,1, ,1,2,1,1,1, ,2,1, ,1,1, , ,2
209742,1.5,2,82114,1,4,6,S,5,2,2,2,2,3,3,2, ,4,1,1,1,1,9,3,1,2, , , , ,1,1,1,1,2,1, ,1,2, ,1,2,2,2,1,1,1,2,1,2,1,1,2,2,1,1,4,1,1,1,3,3,2,1,3,2,1,5,2,62,8,2,2,1,1, , , ,1, ,1,1,2, ,1, ,2,3,7,1,3,1,3,2,2,1,1, , ,1
209751,3,2,82314,1,4,6,U,5,1,2,2,1,1,4,2,2, ,2,1,1,1,1,1,1,2, , , , ,1,1,1,1,2,1,2, , , ,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,3,2,1,5,1,22,5, ,2,2,2, , , ,2, ,1,6,2, ,12, , ,4,3,1,3,9,3,1, ,1,1, , ,2
209773,5,2,82114,1,4,6,U,3,1,1,2,2,2,2,2,4, ,1,1,1,3,1,1,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,2,2,1,2,1,2,1,2,1,2,9,2,1,2,1,1,2,2,3,1,2,1,3,2,1,6,1,55,8,1,2,3,3, , , ,4, ,2,1,1,2,99,2, ,4,1,3,3,2,4,5,4,1,1, , ,1
209783,5.78571428571429,2,82314,1,3,48,U,4,1,2,3,2,3,3,3,4, ,3,1,2,1,2,1,1,2, , , , ,1,1,1,1,2,1,2, , , ,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,3,1,2,1,3,2,1,6,2,32,5, ,2,1,1, , , ,1, ,1,6,1, ,1, ,2,2,2,1,2, ,4,2,1,1,1, , ,1
209843,11.0714285714286,2,82114,2,4,53,U,1,2,2,3,3,4,3,2, ,3,1,2,1,1,1,2,2,2, , , , ,1,1,1,2, ,2, ,1,1, ,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,3,2,1,1,1,1,1,1,3,1,1,4,1,25,5, ,1,1,1, , , ,3,3, ,1,1,1,2, ,2,2,2,3,3,9,4,5,2,2,1, , ,2
209844,2.35714285714286,2,82114,1,4,6,S,5,2,2,1,1,3,2,4, ,3,1,2,2,1,2,2,1,2, , , , ,1,1,1,2, ,2, ,2, ,2,2,2,1,2,2,1,1,2,1,2,1,1,2,2,2,2,4,2,2,2,2,1,2,8,1,2,2,3,2,70,3, ,1,1,1, , , ,3,1, ,5,2, ,2, ,2,2,3,1,1, ,3,1, ,1,1, , ,1
209880,12.3571428571429,2,82114,1,4,6,U,3,1,2,1,1,4,4,1,2, ,2,1,1,1,1,2,2,2, , , , ,2,2,2,1,2,1,3, , , ,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,4,1,2,1,1,1,2,1,3,2,1,6,1,55,3, ,2,1,1, , , ,1, ,1,6,2, ,12, , ,6,6,1,3,1,2,1, ,1,2, , ,2
209895,3.64285714285714,2,82214,1,4,53,U,1,1,2,3,3,4,4,4,3, ,2,2,1,2,2,1,1,2, , , , ,1,1,2,1,1,1,2, , , ,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,2,1,5,2,55,4, ,2,1,1, , , ,1, ,1,3,2, ,13, ,1,6,3,3,4,2,2,1, ,1,1, , ,2
209896,4,2,82114,1,4,6,U,5,1,2,3,1,3,3,1,3, ,1,1,1,1,1,1,2,1,1,8,5, ,1,1,1,1,2,2,2, , , ,1,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,4,2,1,2,1,2,2,1,1,1,1,3,1,36,5, ,1,1,1, , , ,3,3, ,1,2,1,1, ,1,2,6,1,3,1,3,5,5,1,1, , ,2
209897,3.5,2,82414,1,4,6,U,5,1,2,9,1,4,2,3,3, ,4,9,2,9,1,1,1,2, , , , ,1,1,1,2, ,1,1, , , ,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,4,1,2,2,3,1,2,1,3,2,4,5,1,45,4, ,2,5,5, , , ,4, ,1,1,2, ,2, ,2,2,6,1,2, ,2,2,2,1,1, , ,2
209899,7.57142857142857,2,82214,1,4,6,U,5,1,2,4,3,4,4,3,4, ,1,1,2,2,2,1,2,2, , , , ,1,1,1,2, ,1,3, , , ,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,3,1,2,1,3,2,3,5,2,23,4, ,2,1,1, , , ,1, ,1,6,2, ,13, ,1,3,4,2,3,1,3,3,2,1,1, , ,1
209910,5.42857142857143,2,82114,1,4,6,U,5,1,9,9,1,1,1,1,1, ,2,1,1,1,1,1,2,1,1,35, , ,1,1,1,2, ,1,1, , , ,1,1,9,2,9,1,1,2,1,2,1,2,1,2,1,1,2,2,9,2,9,3,1,8,1,1,2,0,1,60,1, ,1,1,1, , , ,3,3, ,1,2,1,2, ,2,4,4,3,2, ,2,4,4,1,1, , ,2
209927,1.57142857142857,2,82214,1,4,6,R,1,1,2,2,1,2,2,2,2, ,3,1,9,1,1,1,1,1,1,2, , ,1,1,2,2, ,2,3, , , ,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,4,2,2,1,3,1,1,1,3,2,1,5,2,65,8,2,2,1,1, , , ,1, ,1,1,2, ,1, ,2,5,9,1,1, ,2,2,2,1,1, , ,1
209928,5.35714285714286,2,82314,2,4,6,S,5,1,1,9,2,9,2,2,2, ,4,1,1,1,1,9,2,2, , , , ,1,1,1,1,1,9,2, , , ,9,1,1,2,1,9,9,2,2,9,1,1,9,1,9,2,9,9,9,1,3,9,1,8,8,8,1,1,1,47,1, ,1,1,1, , , ,3,3, ,1,1,2,2, ,1,5,2,3,1, ,2,5,3,2,1, , ,1
209937,3.35714285714286,2,82214,2,4,6,S,2,1,2,3,1,3,3,3,1, ,1,1,2,1,1,1,2,1,9,99, , ,1,1,2,2, ,1,2, , , ,2,2,2,1,1,1,2,2,1,2,1,1,2,1,1,2,3,2,2,2,1,1,1,1,2,2,1,4,1,56,1, ,1,5,7, , , ,3,3, ,1,2,1,2, ,1,3,4,2,3,1,3,2,2,2,1, , ,1
209991,8.92857142857143,2,82314,1,4,6,S,5,2,1,2,2,2,2,2, ,2,2,1,2,1,1,1,1,1, , , , ,1,1,1,1,1,1, ,1,2, ,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,3,1,1,3,1,2,1,3,2,29,1, ,2,5,6, , , ,4, ,2,6,1,1,1, ,1,3,2,2,3,9,5,4,3,1,1, , ,2
210010,5.71428571428571,2,82314,1,4,32,S,2,1,2,2,2,4,4,4,4, ,3,1,2,1,2,1,1,2, , , , ,2,2,1,2, ,1,1, , , ,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,4,1,24,5, ,2,1,1, , , ,1, ,1,6,2, ,13, ,1,4,4,1,9,9,2,1, ,1,1, , ,2
210014,12.0714285714286,2,82114,1,4,41,R,1,1,2,9,2,4,3,3,4, ,2,1,2,2,2,1,1,2, , , , ,2,1,1,1,1,1,1, , , ,1,1,2,2,9,2,1,2,1,2,2,2,2,2,2,1,3,2,2,1,1,1,2,8,3,3,2,3,1,68,3, ,2,1,1, , , ,1, ,1,1,2, ,2, ,2,6,3,1,3,1,4,2,2,1,1, , ,1
210024,3.5,2,82114,1,4,6,U,5,1,2,2,2,3,4,4,4, ,3,1,2,1,1,1,1,2, , , , ,1,1,1,1,1,1,1, , , ,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,3,1,2,1,3,2,1,6,2,30,8,2,2,1,1, , , ,1, ,1,6,2, ,10, , ,6,4,1,2, ,5,1, ,1,1, , ,2
210033,11.0714285714286,2,82114,1,4,6,U,5,2,2,2,9,2,2,9, ,3,3,1,9,9,9,2,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,2,9,1,2,1,2,1,9,1,1,1,2,1,2,2,2,2,2,1,1,2,1,3,2,1,6,2,51,5, ,2,1,1, , , ,1, ,1,1,1, ,5, , ,5,8,1,2, ,4,4,3,1,1, , ,1
210038,30.1428571428571,2,82114,1,2,39,U,5,2,2,3,2,3,4,4, ,4,1,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,2,1,6,1,28,4, ,2,1,1, , , ,1, ,1,2,2, ,9, , ,6,8,1,2, ,5,2,2,1,1, , ,2
210051,8.85714285714286,2,82514,2,4,6,U,5,2,1,3,2,2,3,1, ,3,1,1,1,1,1,1,1,1, , , , ,1,1,2,2, ,2, ,1,1, ,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,3,3,1,1,3,2,1,4,1,35,3, ,1,5,7, , , ,3,3, ,1,1,1,2, ,1,3,7,3,2, ,3,4,2,1,1, , ,1
210089,11.0714285714286,2,82114,1,4,6,S,2,1,1,2,2,3,2,2,2, ,2,1,1,1,1,1,1,1,1,2, , ,1,1,1,9, ,1,2, , , ,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,3,2,2,2,3,1,2,1,3,2,2,5,2,23,5, ,2,1,1, , , ,1, ,1,1,1, ,13, ,2,3,5,2,2, ,9,5,3,1,1, , ,2
210099,1.71428571428571,2,82114,1,4,6,S,5,1,1,3,1,3,1,1,1, ,1,1,9,1,1,1,1,1,1,2, , ,1,9,1,2, ,2,2, , , ,9,1,1,1,1,1,2,2,1,2,1,1,9,2,2,2,9,2,2,1,1,3,2,3,1,2,3,2,1,47,6,2,2,3,3, , , ,4, ,2,1,1,2,2, ,9,2,10,3,9,9,3,4,2,1,1, , ,2
210121,2.92857142857143,2,82314,1,4,6,U,5,2,1,2,2,3,2,2, ,4,1,2,2,2,2,1,1,2, , , , ,2,1,1,2, ,1, ,9, , ,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,3,1,2,1,3,1,2,1,1,2,1,5,1,28,4, ,2,5,6, , , ,4, ,2,6,2,2,13, ,1,1,4,3,3,1,5,1, ,1,1, , ,1
210123,7.07142857142857,2,82114,1,4,6,S,1,2,2,3,3,2,1,4, ,3,4,1,2,1,1,2,1,1, , , , ,9,2,1,2, ,2, ,1,9, ,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,3,3,2,1,22,5, ,1,5,7, , , ,3,1, ,6,2, ,13, ,1,1,7,3,3,9,4,7,5,1,1, , ,2
210129,1.64285714285714,2,82114,1,2,55,S,3,2,2,2,1,2,2,2, ,2,2,1,2,1,1,1,1,2, , , , ,1,1,2,1,1,2, ,1,1, ,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,3,1,2,1,3,2,1,6,1,50,6,2,2,9,8, , , ,9, ,1,1,1, ,10, , ,5,5,1,3,9,3,5,2,1,1, , ,1
210170,4.14285714285714,2,82214,1,4,6,S,1,1,1,1,1,2,2,2,2, ,2,1,1,1,1,1,2,2, , , , ,1,1,9,1,2,1,1, , , ,1,2,1,2,1,1,2,2,1,1,1,1,2,2,2,2,4,9,1,2,3,1,2,9,3,3,1,4,1,52,3, ,2,1,1, , , ,1, ,1,6,2, ,2, ,2,6,1,3,3,1,4,2,2,2,2, , ,1
210198,1,2,82114,1,4,6,U,5,1,2,1,1,1,1,1,1, ,1,9,1,2,1,2,2,2, , , , ,2,2,2,2, ,9,3, , , ,2,1,1,1,1,1,9,1,1,1,1,1,9,1,1,1,9,1,2,3,9,1,2,3,3,2,9,4,1,82,8,2,2,1,1, , , ,1, ,2,5,2,1,4, ,2,4,6,1,1, ,1,1, ,1,2, , ,1
210220,6.35714285714286,2,82114,1,4,41,R,1,2,1,2,2,3,3,1, ,3,1,1,1,1,1,1,2,2, , , , ,1,1,1,1,2,1, ,1,1, ,1,2,2,2,1,2,2,2,1,2,1,1,9,2,2,2,1,2,2,1,3,1,2,1,3,2,1,6,2,56,7,2,2,4,1,5, , ,4, ,1,1,2, ,11,1,2,3,5,1,2, ,5,2,2,1,1, , ,1
210221,1,2,82214,1,4,6,S,2,1,2,3,1,3,3,2,4, ,2,1,2,1,1,1,2,2, , , , ,1,1,1,1,2,1,2, , , ,1,1,2,2,2,2,1,9,1,2,1,1,1,2,2,1,4,2,2,1,1,1,1,1,8,2,1,4,2,80,6,2,2,1,1, , , ,1, ,1,5,2, ,1, ,2,2,6,1,2, ,5,3,3,1,1, , ,1
210259,2.85714285714286,2,82114,1,4,8,U,3,1,2,2,2,2,2,2,3, ,1,1,1,1,1,1,1,1,1,18,2, ,1,1,1,1,2,1,2, , , ,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,4,2,27,6,2,1,5,7, , , ,3,1, ,6,2, ,1, ,1,1,5,1,2, ,4,1, ,1,1, , ,1
210265,3.07142857142857,2,82114,1,4,6,S,2,1,2,3,2,4,4,4,4, ,2,1,2,2,2,1,1,1,9,99, , ,1,1,2,9, ,9,2, , , ,1,2,2,9,1,1,2,1,9,1,2,1,2,2,1,2,1,2,2,9,2,3,2,1,3,2,8,4,1,31,6,1,2,4,1,2, , ,4, ,1,6,2, ,3, ,1,1,10,1,9,2,5,1, ,1,1, , ,2
