caseid,weight,sample,int_date,lang,cregion,state,usr,density,form,q1,q2a,q2b,q2c,q2e,q2f,q2gf1,q2hf2,q3,q4,q5a,q5b,q5c,q6,q7,q8,q9f1,q9f1_code1,q9f1_code2,q9f1_code3,q12a,q12b,q13,q16,q17,q18,q20f1,q21af2,q21bf2,q21cf2,q23,q24a,q24b,q24c,q24d,q24e,q24f,q25,q27,q28,q29,q30,q32,q33,q34,q35,q37,q38,q39,q40,q41,knosct14,knosct15,knosct16,knosct17,knosct18,knosct19,knosct_count,sexz,agerec,educ2,scideg,hisp,racecmb,race3m1,race3m2,race3m3,race3m4,racethn,birth_hisp,usborn,marital,parent,citizen,relig,chr,born,attend,income,reg,party,partyln,ideo,hh1,hh3,eminuse,intmob,ql1,ql1a,qc1
100003,3.28571428571429,1,81514,1,3,37,U,3,2,2,3,3,3,3,4, ,3,2,1,1,1,1,1,2,2, , , , ,2,2,2,9, ,2, ,2, ,1,9,9,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,3,1,2,1,3,2,4,5,2,65,6,1,2,1,1, , , ,1, ,1,5,2, ,1, ,1,3,10,1,3,1,2,9,9,1,1,1, , 
100004,3.21428571428571,1,81814,1,3,51,U,5,1,2,3,3,3,4,2,4, ,1,1,1,1,1,2,2,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,4,2,24,8,2,2,1,1, , , ,1, ,1,1,1, ,5, , ,4,8,1,2, ,5,5,2,1,1,1, , 
100014,1.85714285714286,1,81514,1,1,36,U,5,1,2,4,2,4,4,4,4, ,2,1,1,1,1,1,1,1,9,99, , ,1,1,1,2, ,2,3, , , ,2,1,9,1,1,9,1,1,1,2,2,1,1,2,9,1,2,1,2,1,3,1,8,1,3,1,8,3,2,99,4, ,2,1,1, , , ,1, ,1,6,2, ,2, ,2,2,6,1,1, ,2,1, ,1,2,1, , 
100020,3.5,1,81914,1,1,9,S,4,2,2,1,2,3,2,2, ,3,2,1,2,1,2,1,2,2, , , , ,1,1,2,1,9,2, ,2, ,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,1,3,1,1,1,3,2,4,4,2,45,8,2,2,1,1, , , ,1, ,1,1,1, ,2, ,2,1,8,1,9,1,2,3,2,1,1,1, , 
100022,3.64285714285714,1,81814,1,2,39,S,5,1,2,3,2,3,3,3,4, ,1,2,2,2,2,1,2,2, , , , ,2,2,2,1,2,2,3, , , ,2,1,2,2,2,2,1,2,1,2,1,1,1,2,1,2,2,9,1,1,3,2,1,1,3,2,1,4,1,21,3, ,2,1,1, , , ,1, ,1,6,2, ,2, ,2,6,2,1,1, ,3,2,2,1,1,1, , 
100030,2.35714285714286,1,81514,1,3,37,R,2,1,2,2,1,2,4,1,2, ,3,1,1,1,1,1,2,2, , , , ,1,1,2,1,1,1,1, , , ,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,4,1,1,1,2,1,1,1,2,2,1,4,1,79,3, ,2,1,1, , , ,1, ,1,5,2, ,1, ,2,5,3,1,1, ,2,1, ,2,2,1, , 
100036,3.07142857142857,1,81514,1,3,12,S,4,1,2,2,2,3,4,4,4, ,1,1,1,1,1,2,1,1,1,35, , ,1,1,1,1,1,1,3, , , ,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,4,1,1,2,3,1,2,1,3,2,1,6,1,62,6,2,2,1,1, , , ,1, ,1,1,2, ,9, , ,6,10,1,3,2,3,2,2,1,1,1, , 
100037,16.0714285714286,1,81514,1,1,42,S,1,1,2,2,2,3,3,3,2, ,2,1,2,1,1,2,1,2, , , , ,1,1,1,1,2,1,2, , , ,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,3,1,2,1,3,2,1,6,2,49,6,2,2,1,1, , , ,1, ,1,3,1, ,1, ,2,2,4,1,1, ,3,3,1,1,1,1, , 
100041,1.78571428571429,1,81514,1,3,45,S,1,2,2,4,2,4,3,3, ,3,2,1,1,1,1,1,1,1, , , , ,1,1,1,2, ,2, ,1,1, ,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,3,1,1,2,3,2,2,3,2,58,6,2,2,1,1, , , ,1, ,1,1,2, ,1, ,1,2,6,1,3,9,3,3,3,1,2,1, , 
100048,16.2857142857143,1,81514,1,1,36,S,5,2,2,3,1,4,2,3, ,4,3,2,1,2,2,2,1,2, , , , ,1,2,2,2, ,2, ,2, ,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,2,1,4,1,2,2,3,3,2,3,3,2,3,3,2,74,3, ,2,1,1, , , ,1, ,1,5,2, ,2, ,2,1,3,1,1, ,9,1, ,2,2,2, , 
100054,1.64285714285714,1,81514,1,1,36,U,5,2,2,3,2,3,3,3, ,4,3,1,1,1,1,1,1,2, , , , ,1,1,2,2, ,1, ,1,1, ,1,2,2,2,1,2,2,2,1,2,9,1,2,2,2,2,1,2,9,2,3,1,2,3,8,8,1,3,2,35,5, ,1,2,2, , , ,3,1, ,6,2, ,1, ,1,4,2,1,2, ,3,2,1,1,1,1, , 
100063,7.21428571428571,1,82114,1,3,24,S,2,1,2,2,1,3,3,1,4, ,1,1,1,1,1,2,2,2, , , , ,1,1,1,1,2,1,2, , , ,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,4,1,2,1,1,1,2,1,3,2,1,6,1,66,8,2,2,1,1, , , ,1, ,1,1,2, ,2, ,2,1,7,1,1, ,3,2,2,1,2,1, , 
100068,12.2142857142857,1,81514,1,3,37,S,2,2,2,3,2,4,3,3, ,4,2,1,1,1,1,1,2,1, , , , ,1,1,2,1,2,2, ,1,1, ,2,1,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,3,3,2,3,3,2,1,4,2,63,4, ,2,1,1, , , ,1, ,1,1,2, ,1, ,1,3,6,1,1, ,1,2,2,1,1,1, , 
100070,5.35714285714286,1,81514,1,2,26,S,5,1,2,2,3,4,3,4,2, ,2,1,1,1,1,1,1,2, , , , ,2,2,2,1,2,1,1, , , ,2,1,1,9,1,1,1,2,1,2,2,2,3,2,2,1,3,1,1,2,3,1,2,1,3,2,1,6,2,45,4, ,2,1,1, , , ,1, ,1,1,2, ,1, ,2,5,5,1,3,9,3,2,2,1,1,1, , 
100080,3.5,1,81514,1,3,13,S,3,2,2,3,3,4,3,3, ,3,3,1,1,2,2,1,2,2, , , , ,2,2,2,2, ,1, ,1,2, ,1,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,3,3,2,3,2,2,1,3,1,48,3, ,2,2,2, , , ,2, ,1,3,1, ,1, ,1,3,3,1,2, ,3,2,2,1,1,1, , 
100093,1.57142857142857,1,82014,1,3,37,U,1,1,2,3,1,4,4,3,4, ,2,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,3,1,1,8,2,2,1,3,2,60,6,2,2,3,3, , , ,4, ,1,1,2, ,12, , ,6,7,1,2, ,4,2,2,1,1,1, , 
100099,3.92857142857143,1,82214,1,1,36,S,5,1,2,3,3,4,3,4,3, ,2,1,1,1,1,2,2,2, , , , ,1,1,2,2, ,2,1, , , ,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,9,3,9,2,2,3,1,2,1,3,3,4,4,2,90,7,2,2,1,1, , , ,1, ,1,1,2, ,1, ,2,2,6,1,1, ,2,2,2,1,2,1, , 
100105,6.07142857142857,1,81514,1,3,12,R,1,1,2,4,4,4,4,4,4, ,3,2,2,2,2,1,1,2, , , , ,2,2,9,1,1,9,3, , , ,2,2,2,1,9,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,9,1,2,1,1,3,1,4,1,78,4, ,2,5,5, , , ,4, ,1,1,2, ,12, , ,6,4,1,3,9,3,2,2,2,2,1, , 
100109,11.0714285714286,1,82014,1,3,37,R,2,2,2,3,3,3,3,3, ,3,2,1,1,1,1,1,1,2, , , , ,1,1,1,2, ,2, ,1,2, ,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,4,2,2,2,1,3,2,3,1,2,1,3,2,44,4, ,2,2,2, , , ,2, ,1,4,1, ,12, , ,3,2,1,2, ,4,2,2,1,1,1, , 
100124,4.07142857142857,1,81514,1,3,48,U,4,1,2,2,1,2,3,3,1, ,2,1,1,1,2,1,1,2, , , , ,1,1,2,1,1,1,2, , , ,1,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,3,2,2,2,1,1,1,1,3,1,1,4,2,21,6,2,2,1,1, , , ,1, ,1,6,2, ,5, , ,4,10,1,3,2,4,9,3,1,1,1, , 
100126,5,1,82114,1,3,37,R,2,2,2,1,1,1,1,1, ,1,1,1,1,1,1,1,2,2, , , , ,1,1,1,2, ,1, ,1,1, ,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,3,1,3,1,21,3, ,2,2,2, , , ,2, ,1,6,2, ,12, , ,1,3,1,3,9,2,2,2,1,1,1, , 
100129,1.64285714285714,1,81514,1,3,48,S,1,2,2,2,4,4,3,1, ,4,1,1,1,1,3,1,1,2, , , , ,1,1,2,1,2,2, ,9, , ,1,1,1,1,2,1,9,2,1,2,1,1,2,2,2,2,1,1,1,1,9,3,8,2,3,2,1,3,1,79,8,1,2,1,1, , , ,1, ,1,1,2, ,1, ,1,1,6,1,1, ,2,3,3,1,2,1, , 
100135,3.14285714285714,1,81514,1,3,22,U,2,2,2,3,2,4,3,3, ,1,3,2,2,2,2,2,1,2, , , , ,2,2,2,2, ,2, ,1,2, ,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,3,3,8,8,2,1,3,0,2,63,4, ,2,2,2, , , ,2, ,1,1,2, ,1, ,1,1,5,1,2, ,3,2,2,1,2,1, , 
100150,6.64285714285714,1,81514,1,3,22,S,2,1,2,3,3,4,4,4,1, ,3,3,1,1,1,9,1,1,9,99, , ,2,2,1,2, ,1,1, , , ,1,9,9,2,9,2,2,2,9,2,9,1,2,9,1,2,1,2,1,2,3,1,8,8,8,8,8,1,2,54,3, ,2,1,1, , , ,1, ,1,1,2, ,1, ,1,6,4,1,3,9,3,4,4,2,2,1, , 
100164,4.35714285714286,1,81514,1,2,17,S,5,1,9,3,2,3,2,2,3, ,3,1,1,1,1,1,1,2, , , , ,1,1,1,2, ,1,1, , , ,2,2,2,9,1,2,1,2,1,1,1,1,2,2,1,2,3,1,2,1,2,1,2,1,2,3,1,4,2,28,8,2,2,1,1, , , ,1, ,1,6,2, ,4, ,2,4,5,1,2, ,4,3,3,1,1,1, , 
100166,11.0714285714286,1,81514,1,3,22,S,2,2,2,3,2,3,3,4, ,4,2,1,2,1,1,1,1,1, , , , ,2,1,2,2, ,1, ,2, ,2,1,1,2,2,9,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,5,2,43,4, ,2,1,1, , , ,1, ,1,6,1, ,1, ,1,2,1,1,1, ,2,3,2,1,1,1, , 
100169,11.0714285714286,1,81814,1,3,22,U,2,1,2,2,2,2,4,4,3, ,2,1,1,2,1,1,1,1,1,2, , ,1,1,1,2, ,1,2, , , ,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,1,2,1,3,2,1,6,2,18,4, ,2,4,2,1, , ,4, ,1,6,2, ,12, , ,1,4,1,3,2,3,2,2,1,1,1, , 
100183,4.78571428571429,1,81514,1,3,22,S,2,2,9,3,3,3,3,3, ,3,2,1,1,2,2,1,2,2, , , , ,1,1,2,2, ,1, ,1,2, ,2,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,3,2,2,4,2,1,1,2,1,25,3, ,1,5,5, , , ,3,1, ,6,2, ,99,2, ,6,10,1,3,9,2,3,2,1,1,2,1, 
100194,11.0714285714286,1,81514,1,3,1,S,3,1,2,4,2,3,3,4,2, ,1,1,2,1,2,2,1,1,9,99, , ,1,2,1,1,1,2,2, , , ,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,2,4,1,9,1,3,1,2,1,3,2,1,6,1,63,3, ,2,1,1, , , ,1, ,1,5,2, ,13, ,1,2,1,3,3,1,3,1, ,2,2,2, , 
100217,1,1,82114,1,3,28,S,2,1,1,3,2,4,4,3,2, ,1,1,1,1,1,1,2,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,4,9,1,2,3,1,1,9,3,2,1,4,2,80,8,2,2,1,1, , , ,1, ,1,5,2, ,1, ,1,6,3,1,2, ,3,1, ,1,1,1, , 
100218,1.78571428571429,1,81914,1,2,17,S,5,2,1,1,1,2,2,1, ,4,1,1,2,1,1,1,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,2,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,3,1,2,1,3,8,1,5,1,67,8,2,2,1,1, , , ,1, ,1,1,2, ,13, ,2,4,8,1,2, ,5,3,3,1,1,1, , 
100223,2.92857142857143,1,82014,1,3,22,S,1,2,2,3,1,1,4,1, ,4,1,1,1,1,2,1,2,1, , , , ,1,1,1,2, ,1, ,2, ,1,2,2,1,1,2,1,1,2,1,2,1,1,1,2,2,2,4,2,2,1,1,1,2,1,3,2,1,6,1,68,3, ,2,1,1, , , ,1, ,1,1,2, ,1, ,1,1,3,3,1, ,2,2,2,2,1,1, , 
100227,18.5,1,81514,1,4,4,U,3,1,1,2,2,4,2,4,2, ,4,1,1,1,1,2,1,1,1,50, , ,1,2,1,1,2,1,1, , , ,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,4,2,2,1,3,1,2,4,1,1,8,2,2,37,3, ,1,5,7, , , ,3,1, ,2,1, ,13, ,1,6,1,1,3,9,5,6,2,1,1,2,1, 
100234,1.42857142857143,1,81514,1,4,6,S,2,1,2,2,2,2,3,1,2, ,2,1,1,1,1,1,2,1,1,1,2, ,9,1,9,2, ,2,3, , , ,1,1,1,1,2,1,1,2,1,2,9,2,2,2,2,2,4,9,2,1,1,1,8,1,8,8,8,2,2,81,5, ,2,1,1, , , ,1, ,1,1,2, ,1, ,1,1,4,1,1, ,2,2,2,1,2,1, , 
100242,8.21428571428571,1,82114,1,4,8,S,3,2,1,1,1,2,2,4, ,4,1,1,1,1,3,2,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,1,4,1,2,2,1,1,2,1,3,2,1,6,1,48,8,1,2,1,1, , , ,1, ,1,1,1, ,1, ,2,3,9,1,2, ,4,3,2,1,1,1, , 
100245,2.42857142857143,1,81814,1,4,8,U,3,1,1,3,2,3,3,2,3, ,2,1,1,1,1,1,2,2, , , , ,1,1,1,1,2,1,2, , , ,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,3,1,1,1,1,1,2,4,3,2,1,5,2,79,8,2,2,1,1, , , ,1, ,1,1,2, ,1, ,2,2,6,1,2, ,3,2,2,1,2,1, , 
100246,3.71428571428571,1,81514,1,4,53,S,1,1,2,2,1,3,1,4,2, ,3,1,1,1,2,2,1,2, , , , ,2,2,2,1,2,2,3, , , ,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,4,1,2,1,3,3,2,1,3,8,1,4,1,75,3, ,2,1,1, , , ,1, ,1,1,2, ,1, ,2,6,5,1,1, ,2,2,2,2,2,2,1, 
100262,2.5,1,81514,1,4,53,S,1,1,2,3,2,4,4,4,4, ,4,2,2,2,2,2,1,1,1,4, , ,1,1,1,2, ,2,3, , , ,2,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,3,3,1,1,1,3,1,1,4,2,70,4, ,2,1,1, , , ,1, ,1,5,2, ,1, ,2,3,1,1,3,9,2,1, ,2,2,2, , 
100265,3.35714285714286,1,81514,1,4,6,S,4,1,1,1,1,3,3,1,1, ,2,1,1,1,1,2,1,2, , , , ,1,1,1,2, ,1,1, , , ,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,3,2,2,3,1,2,2,1,47,6,2,2,1,1, , , ,1, ,1,6,2, ,5, , ,6,1,1,2, ,5,3,3,1,2,2,1, 
100274,11.0714285714286,1,81514,1,4,6,U,5,1,2,3,3,3,3,2,2, ,3,9,2,1,2,1,1,2, , , , ,2,9,1,2, ,2,1, , , ,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,1,2,3,1,1,4,1,1,3,1,2,20,6,2,1,5,7, , , ,3,1, ,6,2, ,2, ,2,4,10,3,3,9,2,6,2,2,1,2,2, 
100275,7,1,82014,1,4,32,U,2,1,1,4,2,3,3,4,3, ,2,1,1,1,2,2,1,1,1,2, , ,1,1,1,1,1,1,2, , , ,1,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,4,2,1,1,1,3,1,1,3,2,2,3,2,19,3, ,1,5,7, , , ,3,1, ,6,2, ,13, ,1,2,4,3,2, ,4,3,3,1,1,1, , 
100281,2.85714285714286,1,82014,1,4,6,U,5,2,2,3,3,2,4,2, ,2,2,1,1,1,1,1,2,2, , , , ,1,1,1,1,2,1, ,1,1, ,1,9,2,2,1,2,2,9,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,3,2,8,4,2,58,8,2,1,9,9, , , ,3,1, ,1,2, ,12, , ,4,8,1,2, ,5,2,2,1,1,1, , 
100283,3.92857142857143,1,81514,1,4,6,S,3,1,2,3,2,4,4,4,4, ,2,1,1,1,2,1,1,2, , , , ,1,1,2,1,1,2,2, , , ,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,3,1,2,2,3,1,2,1,2,2,2,4,1,39,5, ,2,4,1,5, , ,4, ,2,6,2,1,12, , ,4,3,1,3,1,3,2,2,1,1,1, , 
100287,3.57142857142857,1,81814,1,4,6,S,5,1,2,2,2,3,3,3,3, ,2,1,2,1,2,1,1,2, , , , ,1,1,2,2, ,2,2, , , ,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,4,1,1,1,1,2,52,4, ,2,2,2, , , ,2, ,1,6,1, ,13, ,1,4,1,1,3,2,3,5,4,1,1,1, , 
100290,6,1,82114,1,4,6,S,4,2,9,2,2,1,2,2, ,2,2,1,1,1,1,1,1,2, , , , ,9,9,2,9, ,9, ,2, ,2,2,1,1,1,1,1,1,2,1,2,9,2,2,2,1,2,4,1,2,1,3,1,8,1,3,2,1,5,1,76,6,2,2,1,1, , , ,1, ,1,1,2, ,2, ,2,2,10,1,1, ,2,2,2,1,2,2,2, 
100293,6.71428571428571,1,82114,1,4,53,U,3,1,2,2,1,2,3,2,3, ,1,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,4,1,1,1,3,1,2,1,3,2,1,6,1,70,8,2,2,1,1, , , ,1, ,1,1,2, ,1, ,2,5,3,1,3,2,4,2,2,1,2,1, , 
100297,2.28571428571429,1,81814,1,4,6,U,5,1,2,3,1,3,4,4,3, ,2,2,9,1,1,1,2,2, , , , ,2,2,2,2, ,2,2, , , ,1,1,2,2,1,2,1,2,2,1,1,1,9,2,2,2,3,2,2,1,1,1,1,1,3,1,1,4,1,40,4, ,1,1,1, , , ,3,3, ,1,1,1,2, ,9,2,5,1,3,9,3,5,2,1,1,1, , 
100303,2,1,81614,1,4,6,U,4,1,1,2,1,3,1,2,2, ,3,1,1,1,1,1,9,2, , , , ,1,1,1,2, ,1,1, , , ,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,3,1,2,8,3,2,8,4,2,65,8,2,2,3,3, , , ,4, ,1,6,2, ,1, ,1,2,10,1,2, ,2,1, ,2,2,2, , 
100313,30.1428571428571,1,81514,1,2,19,U,1,2,1,1,1,1,1,1, ,1,1,2,1,1,1,1,2,2, , , , ,1,1,1,1,9,1, ,1,1, ,1,2,9,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,1,2,2,3,1,1,4,2,40,2, ,2,1,1, , , ,1, ,1,3,1, ,2, ,1,4,1,1,1, ,4,4,2,1,1,1, , 
100316,23.9285714285714,1,82014,1,2,27,S,5,2,2,2,2,2,2,2, ,2,2,9,1,1,9,1,1,1, , , , ,1,9,9,9, ,9, ,1,9, ,9,2,2,9,1,2,2,2,2,9,9,9,9,2,2,9,9,2,9,9,9,8,8,8,8,8,8,0,2,90,4, ,2,1,1, , , ,1, ,1,5,2, ,2, ,2,2,10,1,3,2,2,1, ,2,2,2, , 
100317,4.21428571428571,1,82414,2,3,48,U,5,2,1,3,3,3,9,3, ,3,1,3,9,2,2,1,9,9, , , , ,9,2,9,1,9,9, ,1,9, ,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,1,3,1,1,1,3,2,3,4,1,58,4, ,1,5,7, , , ,3,3, ,1,2,1,2, ,2,1,8,1,1, ,3,5,3,1,1,1, , 
100320,1.64285714285714,1,82314,1,4,6,U,1,1,1,2,2,2,4,2,2, ,2,1,1,1,1,2,2,2, , , , ,1,1,2,2, ,1,2, , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,3,1,2,1,3,2,1,6,1,72,6,1,2,3,3, , , ,4, ,2,1,2,1,11,2, ,3,8,1,3,9,3,3,3,1,1,1, , 
100322,1,1,81714,1,3,22,U,1,2,1,4,2,2,3,4, ,3,3,1,1,1,1,2,2,2, , , , ,2,2,2,2, ,2, ,1,2, ,1,2,1,1,2,1,2,2,1,1,1,1,2,2,1,2,3,1,1,2,3,3,1,1,1,2,1,3,2,87,6,1,2,9,8, , , ,9, ,1,5,2, ,2, ,2,1,10,1,1, ,2,1, ,2,2,1, , 
100337,4,1,82514,1,4,6,S,5,1,1,2,2,2,3,3,2, ,2,1,1,1,1,1,1,1,1,30, , ,1,1,1,1,2,1,2, , , ,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,1,8,3,3,2,1,4,2,44,6,2,1,1,1, , , ,3,1, ,1,1, ,2, ,2,3,8,1,2, ,3,4,2,1,1,1, , 
100340,1.14285714285714,1,81514,1,4,6,U,5,1,2,2,1,2,4,3,2, ,1,1,1,1,1,2,2,9, , , , ,2,2,2,9, ,1,3, , , ,2,1,1,1,9,1,9,1,9,1,9,2,1,2,1,1,4,1,1,1,3,1,2,1,3,2,1,6,1,66,8,2,2,1,1, , , ,1, ,1,1,2, ,13, ,1,3,6,1,3,1,1,3,3,1,1,1, , 
100351,2.07142857142857,1,81514,1,4,6,S,5,1,1,3,2,1,2,2,3, ,3,1,1,1,1,1,1,2, , , , ,1,1,9,1,9,9,1, , , ,9,2,2,9,1,2,1,2,1,9,1,1,9,9,9,2,4,1,9,9,9,1,8,8,8,8,9,1,2,86,3, ,2,1,1, , , ,1, ,1,5,2, ,13, ,1,5,2,1,2, ,2,1, ,2,2,2, , 
100355,30.1428571428571,1,81514,1,4,41,U,4,2,2,2,3,2,2,2, ,4,3,1,2,1,1,1,1,1, , , , ,1,1,1,1,1,1, ,1,1, ,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,4,2,48,4, ,2,1,1, , , ,1, ,1,9,9, ,13, ,2,5,10,1,2, ,5,9,9,1,1,1, , 
100361,2.5,1,81514,1,4,6,U,2,1,2,3,1,4,4,4,4, ,2,1,2,2,2,1,1,2, , , , ,2,2,2,1,1,1,1, , , ,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,3,1,2,1,1,1,2,1,1,2,1,5,1,67,3, ,2,4,1,5, , ,4, ,1,1,2, ,12, , ,5,7,1,3,2,3,2,2,1,1,1, , 
100370,11.5714285714286,1,81614,1,1,9,S,3,1,2,9,2,3,3,4,3, ,3,1,1,1,1,2,1,2, , , , ,2,1,1,1,9,1,3, , , ,9,1,1,1,1,1,2,1,1,2,9,1,2,2,1,9,4,2,2,2,3,1,8,8,3,3,4,2,2,71,3, ,2,1,1, , , ,1, ,1,3,2, ,2, ,9,6,3,1,3,1,4,1, ,1,2,1, , 
100373,1.57142857142857,1,81614,1,3,24,S,2,1,2,1,1,2,3,1,1, ,4,1,1,1,9,2,2,2, , , , ,1,1,1,1,2,1,3, , , ,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,4,1,2,1,1,1,1,1,2,3,1,3,1,89,6,2,2,1,1, , , ,1, ,1,5,2, ,1, ,1,2,6,1,1, ,2,1, ,2,2,1, , 
100378,2.42857142857143,1,81614,1,2,39,S,5,1,2,2,2,3,4,4,2, ,1,1,1,1,2,2,2,2, , , , ,1,1,1,1,2,1,2, , , ,1,1,1,2,1,1,1,2,1,2,2,1,1,2,1,2,4,1,1,2,3,1,2,1,3,2,1,6,1,58,8,1,2,1,1, , , ,1, ,1,1,2, ,1, ,2,4,7,1,3,9,3,3,3,1,1,1, , 
100381,3.71428571428571,1,81914,1,3,51,U,3,1,2,3,1,3,4,4,2, ,2,1,1,1,2,2,2,2, , , , ,1,1,2,2, ,2,1, , , ,2,1,1,2,1,2,1,1,1,2,1,1,2,2,2,1,4,1,2,1,3,1,2,1,3,2,1,6,1,39,5, ,2,1,1, , , ,1, ,1,6,2, ,3, ,2,2,4,1,3,9,3,5,2,1,1,1, , 
100383,2.92857142857143,1,81914,1,3,12,U,3,2,2,2,2,3,2,2, ,4,3,2,1,1,1,1,1,1, , , , ,1,1,1,1,2,1, ,2, ,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,3,1,1,2,3,2,1,4,2,85,3, ,2,1,1, , , ,1, ,1,1,2, ,2, ,2,1,6,1,1, ,2,2,2,2,2,1, , 
100387,9.5,1,82214,1,3,51,S,4,2,2,1,1,4,3,3, ,2,3,1,1,1,2,1,1,2, , , , ,1,2,2,2, ,1, ,2, ,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,4,1,1,2,3,1,1,1,3,2,1,5,1,78,4, ,2,1,1, , , ,1, ,1,1,2, ,2, ,2,2,8,1,3,1,2,2,2,1,2,2,2, 
100423,1.28571428571429,1,81614,1,3,12,S,4,2,2,2,2,2,2,2, ,1,1,1,1,1,1,2,1,1, , , , ,1,1,1,2, ,2, ,1,1, ,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,4,1,64,4, ,2,2,2, , , ,2, ,2,1,2,1,1, ,1,1,4,1,2, ,2,2,2,1,1,1, , 
100426,1.57142857142857,1,81814,1,3,12,U,3,2,2,2,1,2,4,4, ,4,2,1,2,1,1,2,2,2, , , , ,1,1,2,1,2,1, ,1,2, ,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,4,2,2,2,3,1,2,1,3,2,1,6,1,54,6,2,2,1,1, , , ,1, ,1,1,1, ,1, ,1,5,6,1,4,2,3,3,2,1,1,1, , 
100441,4.35714285714286,1,81614,1,2,39,U,5,2,2,3,3,3,3,3, ,3,4,9,2,1,9,2,1,2, , , , ,2,2,2,2, ,2, ,1,2, ,2,2,1,1,1,2,1,2,1,9,1,1,2,2,2,2,4,2,2,2,3,1,8,8,8,8,8,1,2,68,3, ,2,1,1, , , ,1, ,1,5,2, ,1, ,9,2,4,3,3,9,2,1, ,2,2,1, , 
